x,y
0.00000,0.01705
808.00000,0.02251
835.00000,0.02109
867.00000,0.02188
903.00000,0.01912
947.00000,0.01707
998.00000,0.01401
1062.00000,0.01474
1145.00000,0.01591
1270.00000,0.01521
1514.00000,0.01325
5297.00000,0.00000
