x,y
0.00000,0.00340
309.00000,0.00448
321.00000,0.00511
334.00000,0.00676
350.00000,0.00554
370.00000,0.00757
393.00000,0.01045
425.00000,0.01241
467.00000,0.01432
517.00000,0.01785
611.00000,0.03348
2247.00000,0.28571
